first_name,last_name,pose,team_name,hof,portrait,horizontal,lipset_number
Barney,Pelty,Horizontal,St. Louis Amer.,FALSE,FALSE,TRUE,
Hub,Perdue,,Nashville,FALSE,FALSE,FALSE,
George,Perring,,Cleveland,FALSE,TRUE,FALSE,
Arch,Persons,,Montgomery,FALSE,FALSE,FALSE,
Francis,Pfeffer,,Chicago Nat'l.,FALSE,FALSE,FALSE,
Jake,Pfeister,Seated,Chicago Nat'l.,FALSE,FALSE,FALSE,
Jake,Pfeister,Throwing,Chicago Nat'l.,FALSE,FALSE,FALSE,
Jimmy,Phelan,,Providence,FALSE,TRUE,FALSE,
Eddie,Phelps,,St. Louis Nat'l.,FALSE,FALSE,FALSE,
Deacon,Phillippe,,Pittsburgh,FALSE,FALSE,FALSE,
Ollie,Pickering,,Minneapolis,FALSE,TRUE,FALSE,
Eddie,Plank,,Phila. Amer.,TRUE,TRUE,FALSE,
Phil,Poland,,Baltimore,FALSE,TRUE,FALSE,
Jack,Powell,,St. Louis Amer.,FALSE,FALSE,TRUE,
Mike,Powers,,Phila. Amer.,FALSE,FALSE,FALSE,
Billy,Purtell,,Chicago Amer.,FALSE,FALSE,FALSE,
Ambrose,Puttman,,Louisville,FALSE,FALSE,FALSE,
Lee,Quillen,,Minneapolis,FALSE,TRUE,FALSE,
Jack,Quinn,,N. Y. Amer.,FALSE,FALSE,FALSE,
Newt,Randall,,Milwaukee,FALSE,TRUE,FALSE,
Bugs,Raymond,,N. Y. Nat'l.,FALSE,FALSE,FALSE,
Ed,Reagan,,New Orleans,FALSE,FALSE,FALSE,
Ed,Reulbach,Glove Showing,Chicago Nat'l.,FALSE,FALSE,FALSE,
Ed,Reulbach,No Glove Showing,Chicago Nat'l.,FALSE,FALSE,FALSE,
Dutch,Revelle,,Richmond,FALSE,TRUE,FALSE,
Bob,Rhoades,Hands At Chest,Cleveland,FALSE,FALSE,FALSE,
Bob,Rhoades,Right Arm Extended,Cleveland,FALSE,FALSE,FALSE,
Charlie,Rhodes,,St. Louis Nat'l.,FALSE,TRUE,FALSE,
Claude,Ritchey,,Boston Nat'l.,FALSE,FALSE,FALSE,
Lou,Ritter,,Kansas City,FALSE,FALSE,FALSE,
Ike,Rockenfeld,,Montgomery,FALSE,FALSE,FALSE,
Claude,Rossman,,Detroit,FALSE,TRUE,FALSE,
Nap,Rucker,Portrait,Brooklyn,FALSE,TRUE,FALSE,
Nap,Rucker,Throwing,Brooklyn,FALSE,FALSE,FALSE,
Dick,Rudolph,,Toronto,FALSE,TRUE,FALSE,
Ray,Ryan,,Roanoke,FALSE,TRUE,FALSE,
Germany,Schaefer,Detroit,Detroit,FALSE,FALSE,FALSE,
Germany,Schaefer,Washington,Washington,FALSE,FALSE,FALSE,
George,Schirm,,Buffalo,FALSE,FALSE,FALSE,
Larry,Schlafly,,Newark,FALSE,TRUE,FALSE,
Admiral,Schlei,Portrait,N. Y. Nat'l.,FALSE,TRUE,FALSE,
Admiral,Schlei,Catching,N. Y. Nat'l.,FALSE,FALSE,FALSE,
Admiral,Schlei,Batting,N. Y. Nat'l.,FALSE,FALSE,FALSE,
Boss,Schmidt,Portrait,Detroit,FALSE,TRUE,FALSE,
Boss,Schmidt,Throwing,Detroit,FALSE,FALSE,FALSE,
Ossee,Schreck,,Columbus,FALSE,TRUE,FALSE,
Wildfire,Schulte,Front View,Chicago Nat'l.,FALSE,FALSE,FALSE,
Wildfire,Schulte,Back View,Chicago Nat'l.,FALSE,FALSE,FALSE,
Jim,Scott,,Chicago Amer.,FALSE,FALSE,FALSE,
Charles,Seitz,,Norfolk,FALSE,TRUE,FALSE,
Cy,Seymour,Portrait,N. Y. Nat'l.,FALSE,TRUE,FALSE,
Cy,Seymour,Batting,N. Y. Nat'l.,FALSE,FALSE,FALSE,
Cy,Seymour,Throwing,N. Y. Nat'l.,FALSE,FALSE,FALSE,
Spike,Shannon,,Kansas City,FALSE,FALSE,FALSE,
Bud,Sharpe,,Newark,FALSE,TRUE,FALSE,
Shag,Shaughnessy,,Roanoke,FALSE,TRUE,FALSE,
Al,Shaw,,St. Louis Nat'l.,FALSE,TRUE,FALSE,
Hunky,Shaw,,Providence,FALSE,FALSE,FALSE,
Jimmy,Sheckard,No Glove Showing,Chicago Nat'l.,FALSE,FALSE,FALSE,
Jimmy,Sheckard,Glove Showing,Chicago Nat'l.,FALSE,FALSE,FALSE,
Bill,Shipke,,Washington,FALSE,FALSE,FALSE,
Jimmy,Slagle,,Baltimore,FALSE,FALSE,FALSE,
Carlos,Smith,,Shreveport,FALSE,TRUE,FALSE,
Frank,Smith,F. Smith on Front,Chicago Amer.,FALSE,FALSE,FALSE,
Frank,Smith,White Cap,Chicago Amer.,FALSE,FALSE,FALSE,
Frank,Smith,Chicago & Boston,Chic & Bost Am.,FALSE,FALSE,FALSE,
Happy,Smith,,Brooklyn,FALSE,FALSE,FALSE,
Heinie,Smith,,Buffalo,FALSE,FALSE,FALSE,
Sid,Smith,,Atlanta,FALSE,FALSE,FALSE,
Fred,Snodgrass,Batting,N. Y. Nat'l.,FALSE,FALSE,FALSE,
Fred,Snodgrass,Catching,N. Y. Nat'l,FALSE,FALSE,FALSE,
Bob,Spade,,Cincinnati,FALSE,TRUE,FALSE,
Tris,Speaker,,Boston Amer.,TRUE,FALSE,FALSE,
Tubby,Spencer,,Boston Amer.,FALSE,FALSE,FALSE,
Jake,Stahl,No Glove Shows,Boston Amer.,FALSE,FALSE,FALSE,
Jake,Stahl,Glove Shows,Boston Amer.,FALSE,FALSE,FALSE,
Oscar,Stanage,,Detroit,FALSE,FALSE,FALSE,
Dolly,Stark,,San Antonio,FALSE,FALSE,FALSE,
Charlie,Starr,,Boston Nat'l.,FALSE,FALSE,FALSE,
Harry,Steinfeldt,Portrait,Chicago Nat'l.,FALSE,TRUE,FALSE,
Harry,Steinfeldt,With Bat,Chicago Nat'l.,FALSE,FALSE,FALSE,
Jim,Stephens,,St. Louis Amer.,FALSE,FALSE,FALSE,
George,Stone,,St. Louis Amer.,FALSE,TRUE,FALSE,
George,Stovall,Portrait,Cleveland,FALSE,TRUE,FALSE,
George,Stovall,Batting,Cleveland,FALSE,FALSE,FALSE,
Sam,Strang,,Baltimore,FALSE,FALSE,FALSE,
Gabby,Street,Portrait,Washington,FALSE,TRUE,FALSE,
Gabby,Street,Catching,Washington,FALSE,FALSE,FALSE,
Billy,Sullivan,,Chicago Amer.,FALSE,TRUE,FALSE,
Ed,Summers,,Detroit,FALSE,FALSE,FALSE,
Bill,Sweeney,,Boston Nat'l.,FALSE,FALSE,FALSE,
Jeff,Sweeney,,N. Y. Amer.,FALSE,FALSE,FALSE,
Jesse,Tannehill,,Washington,FALSE,FALSE,FALSE,
Lee,Tannehill,L. Tannehill on Front,Chicago Amer.,FALSE,FALSE,FALSE,
Lee,Tannehill,Tannehill on Front,Chicago Amer.,FALSE,FALSE,FALSE,
Dummy,Taylor,,Buffalo,FALSE,FALSE,FALSE,
Fred,Tenney,,N. Y. Nat'l.,FALSE,TRUE,FALSE,
Tony,Thebo,,Waco,FALSE,FALSE,FALSE,
Jake,Thielman,,Louisville,FALSE,TRUE,FALSE,
Ira,Thomas,,Phila. Amer.,FALSE,FALSE,FALSE,
Woodie,Thornton,,Mobile,FALSE,FALSE,FALSE,
Joe,Tinker,Portrait,Chicago Nat'l.,TRUE,TRUE,FALSE,
Joe,Tinker,Hands On Knees,Chicago Nat'l.,TRUE,FALSE,FALSE,
Joe,Tinker,Bat Off Shoulder,Chicago Nat'l.,TRUE,FALSE,FALSE,
Joe,Tinker,Bat On Shoulder,Chicago Nat'l.,TRUE,FALSE,FALSE,
John,Titus,,Phila. Nat'l.,FALSE,TRUE,FALSE,
Terry,Turner,,Cleveland,FALSE,TRUE,FALSE,
Bob,Unglaub,,Washington,FALSE,TRUE,FALSE,
Juan,Violat,,Jacksonville,FALSE,FALSE,FALSE,
Rube,Waddell,Portrait,St. Louis Amer.,TRUE,TRUE,FALSE,
Rube,Waddell,Throwing,St. Louis Amer.,TRUE,FALSE,FALSE,
Heinie,Wagner,Bat On Left Shoulder,Boston Amer.,FALSE,FALSE,FALSE,
Heinie,Wagner,Bat On Right Shoulder,Boston Amer.,FALSE,FALSE,FALSE,
Honus,Wagner,,Pittsburgh,TRUE,TRUE,FALSE,
Bobby,Wallace,,St. Louis Amer.,TRUE,TRUE,FALSE,
Ed,Walsh,,Chicago Amer.,TRUE,TRUE,FALSE,
Jack,Warhop,,N. Y. Amer.,FALSE,FALSE,FALSE,
Jake,Weimer,,N. Y. Nat'l.,FALSE,TRUE,FALSE,
James,Westlake,,Danville,FALSE,TRUE,FALSE,
Zack,Wheat,,Brooklyn,TRUE,FALSE,FALSE,
Doc,White,Portrait,Chicago Amer.,FALSE,TRUE,FALSE,
Doc,White,Pitching,Chicago Amer.,FALSE,FALSE,FALSE,
Foley,White,,Houston,FALSE,FALSE,FALSE,
Jack,White,,Buffalo,FALSE,FALSE,FALSE,
Kaiser,Wilhelm,Hands At Chest,Brooklyn,FALSE,FALSE,FALSE,
Kaiser,Wilhelm,With Bat,Brooklyn,FALSE,FALSE,FALSE,
Ed,Willett,,Detroit,FALSE,FALSE,FALSE,
Ed,Willetts,,Detroit,FALSE,FALSE,FALSE,
Jimmy,Williams,,St. Louis Amer.,FALSE,FALSE,FALSE,
Vic,Willis,Portrait,Pittsburgh,TRUE,TRUE,FALSE,
Vic,Willis,With Bat,St. Louis Nat'l.,TRUE,FALSE,FALSE,
Vic,Willis,Throwing,St. Louis Nat'l.,TRUE,FALSE,FALSE,
Owen,Wilson,,Pittsburgh,FALSE,FALSE,FALSE,
Hooks,Wiltse,"Portrait, No Cap",N. Y. Nat'l.,FALSE,TRUE,FALSE,
Hooks,Wiltse,"Portrait, With Cap",N. Y. Nat'l.,FALSE,TRUE,FALSE,
Hooks,Wiltse,Pitching,N. Y. Nat'l.,FALSE,FALSE,FALSE,
Lucky,Wright,,Toledo,FALSE,TRUE,FALSE,
Irv,Young,,Minneapolis,FALSE,FALSE,FALSE,
Cy,Young,Portrait,Cleveland,TRUE,TRUE,FALSE,
Cy,Young,Bare Hand Shows,Cleveland,TRUE,FALSE,FALSE,
Cy,Young,Glove Shows,Cleveland,TRUE,FALSE,FALSE,
Heinie,Zimmerman,,Chicago Nat'l.,FALSE,FALSE,FALSE,
